agents,map_file,solver,solved,soc,lb_soc,makespan,lb_makespan,comp_time,Opti_Deadline,Scenario_File
140,warehouse-10-20-10-2-1.map,PIBT,0,215436,12220,100000,185,6982,1,warehouse-10-20-10-2-1-random-17.scen
140,warehouse-10-20-10-2-1.map,PIBTOLD,0,815517,12220,100000,185,3427,1,warehouse-10-20-10-2-1-random-17.scen
140,warehouse-10-20-10-2-1.map,PIBT,0,215436,12220,100000,185,6926,10,warehouse-10-20-10-2-1-random-17.scen
140,warehouse-10-20-10-2-1.map,PIBTOLD,0,815517,12220,100000,185,3444,10,warehouse-10-20-10-2-1-random-17.scen
140,warehouse-10-20-10-2-1.map,PIBT,0,215436,12220,100000,185,6837,100,warehouse-10-20-10-2-1-random-17.scen
140,warehouse-10-20-10-2-1.map,PIBTOLD,0,815517,12220,100000,185,3410,100,warehouse-10-20-10-2-1-random-17.scen
140,warehouse-10-20-10-2-1.map,PIBT,0,215436,12220,100000,185,6868,1000,warehouse-10-20-10-2-1-random-17.scen
140,warehouse-10-20-10-2-1.map,PIBTOLD,0,815517,12220,100000,185,3444,1000,warehouse-10-20-10-2-1-random-17.scen
180,warehouse-10-20-10-2-1.map,PIBT,0,920025,14852,100000,185,7020,0,warehouse-10-20-10-2-1-random-17.scen
180,warehouse-10-20-10-2-1.map,PIBTOLD,0,920025,14852,100000,185,4191,0,warehouse-10-20-10-2-1-random-17.scen
180,warehouse-10-20-10-2-1.map,PIBT,0,1275361,14852,100000,185,8198,1,warehouse-10-20-10-2-1-random-17.scen
180,warehouse-10-20-10-2-1.map,PIBTOLD,0,920025,14852,100000,185,4170,1,warehouse-10-20-10-2-1-random-17.scen
180,warehouse-10-20-10-2-1.map,PIBT,0,419990,14852,100000,185,8353,10,warehouse-10-20-10-2-1-random-17.scen
180,warehouse-10-20-10-2-1.map,PIBTOLD,0,920025,14852,100000,185,4167,10,warehouse-10-20-10-2-1-random-17.scen
180,warehouse-10-20-10-2-1.map,PIBT,0,419990,14852,100000,185,8139,100,warehouse-10-20-10-2-1-random-17.scen
180,warehouse-10-20-10-2-1.map,PIBTOLD,0,920025,14852,100000,185,4244,100,warehouse-10-20-10-2-1-random-17.scen
180,warehouse-10-20-10-2-1.map,PIBT,0,419990,14852,100000,185,8077,1000,warehouse-10-20-10-2-1-random-17.scen
180,warehouse-10-20-10-2-1.map,PIBTOLD,0,920025,14852,100000,185,4195,1000,warehouse-10-20-10-2-1-random-17.scen
220,warehouse-10-20-10-2-1.map,PIBT,0,1025739,17820,100000,185,9076,0,warehouse-10-20-10-2-1-random-17.scen
220,warehouse-10-20-10-2-1.map,PIBTOLD,0,1025739,17820,100000,185,5043,0,warehouse-10-20-10-2-1-random-17.scen
220,warehouse-10-20-10-2-1.map,PIBT,0,1338755,17820,100000,185,10158,1,warehouse-10-20-10-2-1-random-17.scen
220,warehouse-10-20-10-2-1.map,PIBTOLD,0,1025739,17820,100000,185,5146,1,warehouse-10-20-10-2-1-random-17.scen
220,warehouse-10-20-10-2-1.map,PIBT,0,227604,17820,100000,185,10098,10,warehouse-10-20-10-2-1-random-17.scen
220,warehouse-10-20-10-2-1.map,PIBTOLD,0,1025739,17820,100000,185,5064,10,warehouse-10-20-10-2-1-random-17.scen
220,warehouse-10-20-10-2-1.map,PIBT,0,227604,17820,100000,185,10096,100,warehouse-10-20-10-2-1-random-17.scen
220,warehouse-10-20-10-2-1.map,PIBTOLD,0,1025739,17820,100000,185,5006,100,warehouse-10-20-10-2-1-random-17.scen
220,warehouse-10-20-10-2-1.map,PIBT,0,227604,17820,100000,185,10331,1000,warehouse-10-20-10-2-1-random-17.scen
220,warehouse-10-20-10-2-1.map,PIBTOLD,0,1025739,17820,100000,185,5081,1000,warehouse-10-20-10-2-1-random-17.scen
260,warehouse-10-20-10-2-1.map,PIBT,0,1529853,20766,100000,185,11826,0,warehouse-10-20-10-2-1-random-17.scen
260,warehouse-10-20-10-2-1.map,PIBTOLD,0,1529853,20766,100000,185,6179,0,warehouse-10-20-10-2-1-random-17.scen
260,warehouse-10-20-10-2-1.map,PIBT,0,2661848,20766,100000,185,15008,1,warehouse-10-20-10-2-1-random-17.scen
260,warehouse-10-20-10-2-1.map,PIBTOLD,0,1529853,20766,100000,185,6067,1,warehouse-10-20-10-2-1-random-17.scen
260,warehouse-10-20-10-2-1.map,PIBT,0,433399,20766,100000,185,15147,10,warehouse-10-20-10-2-1-random-17.scen
260,warehouse-10-20-10-2-1.map,PIBTOLD,0,1529853,20766,100000,185,6228,10,warehouse-10-20-10-2-1-random-17.scen
260,warehouse-10-20-10-2-1.map,PIBT,0,433399,20766,100000,185,15675,100,warehouse-10-20-10-2-1-random-17.scen
260,warehouse-10-20-10-2-1.map,PIBTOLD,0,1529853,20766,100000,185,6101,100,warehouse-10-20-10-2-1-random-17.scen
260,warehouse-10-20-10-2-1.map,PIBT,0,433399,20766,100000,185,15163,1000,warehouse-10-20-10-2-1-random-17.scen
260,warehouse-10-20-10-2-1.map,PIBTOLD,0,1529853,20766,100000,185,6157,1000,warehouse-10-20-10-2-1-random-17.scen
300,warehouse-10-20-10-2-1.map,PIBT,0,2234973,23905,100000,185,14944,0,warehouse-10-20-10-2-1-random-17.scen
300,warehouse-10-20-10-2-1.map,PIBTOLD,0,2234973,23905,100000,185,7092,0,warehouse-10-20-10-2-1-random-17.scen
300,warehouse-10-20-10-2-1.map,PIBT,0,1568610,23905,100000,185,19923,1,warehouse-10-20-10-2-1-random-17.scen
300,warehouse-10-20-10-2-1.map,PIBTOLD,0,2234973,23905,100000,185,7082,1,warehouse-10-20-10-2-1-random-17.scen
300,warehouse-10-20-10-2-1.map,PIBT,0,1235008,23905,100000,185,19892,10,warehouse-10-20-10-2-1-random-17.scen
300,warehouse-10-20-10-2-1.map,PIBTOLD,0,2234973,23905,100000,185,7132,10,warehouse-10-20-10-2-1-random-17.scen
300,warehouse-10-20-10-2-1.map,PIBT,0,1235008,23905,100000,185,20040,100,warehouse-10-20-10-2-1-random-17.scen
300,warehouse-10-20-10-2-1.map,PIBTOLD,0,2234973,23905,100000,185,7264,100,warehouse-10-20-10-2-1-random-17.scen
300,warehouse-10-20-10-2-1.map,PIBT,0,1235008,23905,100000,185,19864,1000,warehouse-10-20-10-2-1-random-17.scen
300,warehouse-10-20-10-2-1.map,PIBTOLD,0,2234973,23905,100000,185,7095,1000,warehouse-10-20-10-2-1-random-17.scen
340,warehouse-10-20-10-2-1.map,PIBT,0,3340853,27100,100000,191,18339,0,warehouse-10-20-10-2-1-random-17.scen
340,warehouse-10-20-10-2-1.map,PIBTOLD,0,3340853,27100,100000,191,8362,0,warehouse-10-20-10-2-1-random-17.scen
340,warehouse-10-20-10-2-1.map,PIBT,0,642539,27100,100000,191,26278,1,warehouse-10-20-10-2-1-random-17.scen
340,warehouse-10-20-10-2-1.map,PIBTOLD,0,3340853,27100,100000,191,8226,1,warehouse-10-20-10-2-1-random-17.scen
340,warehouse-10-20-10-2-1.map,PIBT,0,844153,27100,100000,191,22058,10,warehouse-10-20-10-2-1-random-17.scen
340,warehouse-10-20-10-2-1.map,PIBTOLD,0,3340853,27100,100000,191,8350,10,warehouse-10-20-10-2-1-random-17.scen
340,warehouse-10-20-10-2-1.map,PIBT,0,844153,27100,100000,191,22189,100,warehouse-10-20-10-2-1-random-17.scen
340,warehouse-10-20-10-2-1.map,PIBTOLD,0,3340853,27100,100000,191,8531,100,warehouse-10-20-10-2-1-random-17.scen
340,warehouse-10-20-10-2-1.map,PIBT,0,844153,27100,100000,191,21850,1000,warehouse-10-20-10-2-1-random-17.scen
340,warehouse-10-20-10-2-1.map,PIBTOLD,0,3340853,27100,100000,191,8035,1000,warehouse-10-20-10-2-1-random-17.scen
380,warehouse-10-20-10-2-1.map,PIBT,0,4047546,30258,100000,191,21391,0,warehouse-10-20-10-2-1-random-17.scen
380,warehouse-10-20-10-2-1.map,PIBTOLD,0,4047546,30258,100000,191,9375,0,warehouse-10-20-10-2-1-random-17.scen
380,warehouse-10-20-10-2-1.map,PIBT,0,1247335,30258,100000,191,35842,1,warehouse-10-20-10-2-1-random-17.scen
380,warehouse-10-20-10-2-1.map,PIBTOLD,0,4047546,30258,100000,191,9101,1,warehouse-10-20-10-2-1-random-17.scen
380,warehouse-10-20-10-2-1.map,PIBT,0,850483,30258,100000,191,26918,10,warehouse-10-20-10-2-1-random-17.scen
380,warehouse-10-20-10-2-1.map,PIBTOLD,0,4047546,30258,100000,191,9625,10,warehouse-10-20-10-2-1-random-17.scen
